docs,topic,viewpoint,words,perspective,sum_topic
"Do the words ""bodily integrity"" mean anything to those who wish to outlaw abortion? Abortion is misidentified as a moral issue when it is really an individual issue. If you think abortion is immoral, then never have one. But if you try to impose your beliefs on other people, you are crossing the line.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"What if your daughter got raped and got a baby, should she must raise the baby while abhorring the baby father? Love the baby who look same to the raper? It is non-sense to 'all abortion is bad'. We must consider first how society can help someone who has to get a baby unwanted and solve together. We live the world which only brings burden only to parents especially to mom more.
They need huge support if they can't choose abortion",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
"Women have the right to have an abortion. If men have the right to either pay child support or go to jail and sadly some of them go to jail because, they just don't want to pay. You are saying because there is a baby in them. So what. What if the woman was rape. You are going to force to keep a baby that would probably remind her of a horrible experience. How about we have women keeping this right because, the government feels the need to take away other rights.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[2],5
"The fetus doesn't have any rights under the universal declaration for human rights. The women has the right to choose what she wishes to her body. Also, if she were forced to remain pregnant that would be against section 12 of the Canadian charter of rights and freedoms. Her body, Her choice!",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
"People are always bringing up that abortion is a sin, but that is THEIR religion. Women who choose to abort should have the freedom to make her decision without having religion forced upon her.   Not only that but bringing up the argument that abortion is equivalent to murder is false; the fetus won't feel anything and it has not yet developed to even know about ""being killed"". That's like saying not letting sperm inside a woman is murder.   
       Needless to say if you don't want to abort your child, good for you, but don't make a decision for others   when it's their body and not their morals.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
"Certainly people have to live with the results of bad choices sometimes, but pregnancy is not always the result of bad choices. It is sometimes due to unfortunate events forced upon people. Abortion should be permissible in extreme circumstances, such as in the case of rape, incest or if the mother's life would be endangered by the pregnancy; these are not the result of a woman's poor choice.",,,,[2],
I think that it is the woman's choice and only her choice as it is her body. I believe that the only people who should be debating this are women and girls who have either had an abortion or been faced with that option. Having people choose what to do with your body is unfair and against your rights.,,,,[2],
"Yes, abortion should be legal. It is wrong to tell a woman she has to carry a baby to term and will be allowed to give it up for adoption after birth. We have no right to dictate what a woman should do when it comes to her own body. When a pregnancy is unwanted, for whatever reasons, it is better for all concerned to make legal abortion an option.",,,,[2],
"I love that almost every argument here for a pro-life advocate is that abortions are a genocide of the young.   However if you ask what should happen to the humans that fight for their religious beliefs across the globe they would say bomb 'em.   So if we are to use the preposition that if a human is doing harm to you be it emotionally (terrorism) or physically than we have the right to protect ourselves from that human.   By the argument given by the pro-lifers is then that an unborn child is a human does the mother not have the same rights to protect themselves from emotional or physical damage.   What they really want to say is the everyone should pay for their bad choices and suffer.   So if a teenager gets pregnant the only way to teach her not to do it again is to force her through a process her emotional development has not prepared her for.   Now to say all women at any age are ready to be responsible for another life seems tenuous at best and brings us back to choice.   Why is it so wrong for someone to not have the government tell them whether or not they can have an abortion.   If the only argument is because they are killing an innocent than Christians need to look at their own history, and how many wars have been fought, how many innocents have died to their ideals.   Pro-lifers have a valid opinion and as that they can believe it, but I can not disprove an opinion, only state facts, and humans die every day to the choices people make.   If you are not going to allow sex education in schools then leave those same children ignorant of any responsibilities of the consequences and let them choose.",,,,[2],
"Yes it may be ,but so can sperm and eggs those can become children. So jerking off a guy is also killing potential children. To deny a women the right to her body. Also take into consideration the mothers that must have one to save their own lives. The one who become depressed and stuck in mourning.They needed to get one ,and were shamed for saving her own life other than that of a child that was killing her.",,,,[2],
"The woman should have the right to choose what she wants to do with her body.   It is nobody's business if a woman gets an abortion.   What if she was raped? Its not her fault.   The fact that this is an issue disgusts me, because it should be the woman's right.   And I would say that I am pro-choice, because I am not pro-abortion.   Abortion is not something that I think every woman should do, which is why I am pro choice.   And to all you men out there who are against abortion, you are the most disgusting people of all.   YOU ARE NOT A WOMAN. You do not know what it is like to go through what a woman does when she is pregnant, so you have no right to tell her what she can and cannot do when she is going through that time in her life.",,,,[2],
"Since there are so many different circumstances and scenarios behind the pregnancy and the choice to abort, each should be examined individually. 

I am generally pro-choice, but I have shifted my position from being allowed to abort upon request to being allowed to abort under extenuating/appropriate/justifiable circumstances. 

All cases involving rape victims and overall health of the woman and the offspring shouldn't even be subject to debate. Pro-life and religious fanatics don't seem to care about these matters, they just want more children because they 'belong to god and we need more church members'.

In cases where health matters are not a concern, there needs to be at least some formal processes that evaluate the woman's reasons, and it should at least be consensual between both parents (that is, assuming the father did not just walk off and wants nothing to do with the woman). I cannot rationalize it when both parents are on opposite ends of the spectrum, and a decision is made against the other parent's will (they both bear the responsibility in my opinion). 

As for cases where they're not ready for this (assuming no health concerns or conflicts among the parents decision exists), life is full of things that we did not want or did not want it now, but often times we have to step up and deal with it. 

I maintain my position on being pro-choice, and that it should remain legal, but I'd call for tighter regulations and criteria for qualifying, as well as provision of support services (social and financial) post-birth to ensure that the newborns are in the hands of good and suitable parents.",,,,[2],
"You are killing a living thing. And many of the same people that support abortion defend animals killed. What is the difference? You are killing something alive. A baby is not a bug people, you can't just pick and choose which ones you want to stomp on. In the the case of rape I can see it being more feasible. However, the government should not be aiding programs that do abortions. I am sure many people around the country don't want to pay for the death of a child.",,,,[16],
Aborting a baby is murder. That is another person's life you're taking away. This should not be legal. You should not be able to abort a baby just because you do not want to care for it. That baby has feelings and a heart beat meaning it also has the basic human rights to life.,,,,[16],
"If you really cannot take care of the child or if your not ready, just send it for adoption. Killing in any case is never the answer. The baby is still a live person, and putting it in abortion is still counted as murder and killing. Which is a sin",,,,[16],
That child has such potential and simply because it doesn't have the voice to speak up for itself somehow people think it is acceptable to determine the fate of another life. We are generation that hugs the trees and sharks but kill our own children simply for conveniences sake. Its simply wrong,,,,[16],
"It took years of convincing to make me pro choice. It has taken seconds to become pro life once and for all. A few years ago I saw pictures of what abortion is. I cried for days. When I came to I knew that I had been wrong. I have actually always been pro life, I just did not know it. I think all animals and creatures deserve a chance.",,,,[16],
"You will hear a lot of people say abortion is not murder, but let me ask you something: What is it called when you kill somebody who is helpless and defenseless? MURDER!!!   At 3 weeks’ baby’s organs begin to form and the heart beat begins at 8 weeks. I would like to what it's called when your heart is beating it means your what? Man what was that word again....Oh yeah ALIVE!!! WHEN A WOMAN COMMENTS ABORTION SHE IS KILLING....MURDERING A HELPLESS VERY MUCH ALIVE BABY!!!",,,,[16],
"When the Sandy Hook shooting occurred in 2012 everyone in the world mourned. But when over 50 million innocent children die a year from abortions what do we do? Nothing and I personally am tired of it. Why should we allow legal murder. that is like saying ""Its legal now to kill any man as long as you want the thing he has or you have something that you dont want.""",,,,[16],
"A fetus at any stage is scientifically human with DNA separate from the mother. In the first few weeks, it has already developed a human shape. If murdering a grown man is wrong, then logically abortion is wrong as well.",,,,[16],
"I'm young,yet common sense is what comes to mind when someone say anything about abortion. Common sense is a human is class a human as soon as the sperm penetrates the egg   after that all it needs is its nutrition and oxygen. 
Common sense is murder is murder and war is war. You should never give an excuse to such madness. I could babel on about side affect to the women to show you doesn't benefit them in the long run but stubborn people will always fight back and common sense says all. Those giving excuses are senseless and i feel pity for them, their heart are cold like their common sense.",,,,[16],
"Abortion is a choice but at the end of the day people fail to realize that it is in fact murder, i get where people come from on certain extents on where we should have abortions but i feel as if abortions are just like having a miscarriage. There are many more options besides abortion to get rid of a baby like adoption or legal guardianship",,,,[16],
"How would you feel if someone kill you without your permission? Your mother did not choose to abort you and that's the reason why you are here. Yes i understand continually no side that it is mother's right to abort. But what about baby's right? Where is baby's right? Did you know that in 5 seconds, one baby is dead by abortion. While we are debating here, how many children would be dead? Think about it. Let's give the babies right to live.",,,,[16],
"No, I don't think it honestly should. You have a baby growing inside of you, a living creature and you decide to kill it? The innocent baby dies, from your choices. That's horrible and you should think much more wiser before aborting. Seriously. Like, come on? ? ? ? ?",,,,[16],
"Anyone who thinks that abortion is a good thing than I have tell you   that you are an idiot. You are ruining no you are killing an unborn child. Children are not   mistakes people make every so often, they are innocent human beings that   did not choose to be conceived by people who think   that since it was unplanned that it shouldn't live at all. How would you feel if your parents thought that you are an mistake   that she wished that you weren't born that she took your life before you could even live or take your first breath.",,,,[16],
"If a human being, at 8 weeks, already with a heartbeat, brainwaves, finger print and the ability to feel pain is not qualified as life, what is the difference between you and the baby?   If bacteria on mars is life and motivates many scientist and organizations, why isn't a baby?",,,,[16],
"Abortion should not be allowed because once the baby is in the womb, it is considered living. When you abort the baby, you basically have done murder, and you if bad things happen to you that regard some sort of birth problems, you might regret what you did to the baby. Murder is also breaking the law. If abortion will become illegal, if women try to abort the baby, they must be punished the same as regular people killing innocent citizens.",,,,[16],
"Once the baby is in the mother's womb, the baby is part of this world as the mother is. When the baby is inside the mother the baby has life, is breathing, and that is why i dont think that abortion is right because your are taking an innocent life away.",,,,[16],
Abortion is so wrong! That is murder. Don't say a fetus isn't alive because it is it is breathing and is a living being. Even when you see a ultrasound you can see the baby moving and the arms and legs growing. That is cruel to kill a baby.That is murder and is not necessary. If you don't want the baby then give it up for adoption or something but don't do abortion that is wrong and is murder.The baby did nothing wrong its not their fault you don't want the baby. Simple solution. ADOPTION NOT MURDER. End of story that is a sin and is wrong on so many levels.,,,,[16],
"For all those that believe that the fetus is not alive until birth, think about the completely unique set if DNA it was given, there will never be another like it. Think about the heart that beats at 20 days, and brain waves at 40.   This is not a clump of cells, but a baby who deserves freedom and right to life, according to our constitution. It has a right to the pursuit if happiness, and to life. Doesn't a beating heart make it alive? Aren't brain waves a indication of life? It has it's rights and who is the mother to decide for the baby, an independent human. The baby has done nothing wrong, completely innocent. For those who argue of rape, why should the child pay the debts of the faster? It's not the baby's fault. Just because it doesn't have a voice doesn't mean it doesn't deserve to be heard.",,,,[16],
"Why would you want to kill a innocent baby . The baby can't speak for itself and your going to kill him or her. ""A person's a person, no matter how small."" - Horton Hears a Who.   As we grow up we don't become more human, a baby is just as human as you and me!",,,,[16],
"Everyone who is alive today was once a fetus in the womb. Why do you have the right to live now if you did not then? It is still you. Every abortion ends a life. Last I checked, choosing ending the life of another was called murder. Choosing to end the lives of a lot of people is called genocide.",,,,[16],
"Abortion is murder because its a baby like the rest of us that where babies that came out of our mothers stomach. Your mother would have gotten an abortion on any of yous. All of us deserve to live. Were all living beings that god created. The children have a right to live. It doesn't matter what religion your in, but babies deserve to live!",,,,[16],
"When Hitler killed the Jews that was considered one of the worst mass murders ever recorded in world history, yet since the legalization of abortion in '73 there have been more than 52 million abortions in the us, and that means 52 million innocent babies with no way to protect themselves have been heartlessly murdered. If you are pronounced dead when your heart stops, then why aren't innocent fetus's pronounced alive when the heart beats for the first time?",,,,[16],
"Abortion is just wrong. Why is that so hard for people to understand that? You're taking away a human life, stopping a heart beat, that makes you a murderer. What if your life would of been stopped that way? What if all those amazing moments around your surroundings were lost? What if one day, you decide to form a family? What will you say to your children? There's no need to lie, so why not just prevent it from the beginning, no matter your situation. I think, that beautiful thing that you carry inside has the right to live, just like you did, and everyone else around you, it has a right to laugh, cry and hopefully, one day, form a family as well.",,,,[16],
"Yes maybe the ""fetus"" doesn't have a face, or arms but it's still a living organism. I understand that people get raped, but if people know you were impregnated during a rape, do you really think you'd be judged? In cases of incest, it was your choice, deal with the consequences. If you get arrested, do you just kill the police? No. If you're ready to have sex, then you better be prepared to deal with a child. It's not a whoops I got pregnant let me get an abortion. Yes it's your body, but the baby has a body too. And they can feel pain. But the thing that makes me most angry is when people say that the baby is gonna be disabled. Do you know how many people would kill for that baby? Next time you want to have   sex make sure you're prepared that if you're pregnant you can take care of that child",,,,[16],
"Why not murder one of your older children who cost more to keep. It's
 Wrong   and you all know that it's wrong . How can you face your other children after doing such a vile thing . I am speaking directly to you because you are the only one who can prevent this abomination.",,,,[16],
"Putting your interests in front of someone else's is disgusting. I am not religious, and I think abortion is very much wrong. A women should NOT be allowed to just choose to kill   another human being. I consider killing a fky, abortion and stepping on a corcroach all   equal to murder.",,,,[16],
"When you think about it, everyone and every living thing is a glob of cells. You can't cherry pick what is and isn't a human. Ending a life is a horrible, horrible thing and abortion is comparable to murder. Those who support abortion are supporters of murder and have a complete lack of respect for life",,,,[16],
"Think of a flower; you plant a seed in the ground, but it is only a seed. That seed will eventually sprout and begin to grow. Would you call a stem with a bud that has not yet bloomed, dead? Is it still considered a flower even though it is not fully grown? In spring, when we see flowers sprouting we still call them flowers. If I went to my mothers garden and snipped all the sprouted flowers off and told her, ""Oh those aren't flowers because they are not fully grown"", she would not be very happy because guess what? Those ARE flowers! As humans, we are constantly changing; constantly developing.   Just because it hasn't developed into something that looks exactly like a human yet doesn't mean its not a human and life.",,,,[16],
"First of all it is rather ironic that individuals say that abortion saves lives. Stem cell research was originally done using the ambilical cord and made a lot of advancement there, but of course this was when abortion was illegal. If stem cells can be researched with out killing a fetus then why do it? The whole fetus not being alive thing is entirely ridiculous. Yes if it were removed from the womb and layed on a table it would die. The same as if a 3 month old baby were layed on a table would die. If it has to be KILLED then it is ALIVE. I had a friend who was much older than me that had an abortion done at around the same time I was born. One day this friend of mine looked at me and said ""he could have been a boy, he could have had a girlfriend like you and liked to play baseball like you, he could have went to college and done something with his life, but I ended that for him, I made that decision myself."" She then cried for a small while. Whoever in this world said anyone had the right to choose whether or not someone could live or die before their life even started? You sick monsters who stand behind some scientific bulwark and pretend that it's no big deal to cut out a fetus. Be ashamed of yourselves, learn from your mistake and fix this. Imagine all the places you've been and the people you've seen. That child that was killed will never experience that. Know that and live with it on your conscience.",,,,[16],
"Why should us women be shown as disgusting wrong doers? It just shows how low and childish men are. That is all that I have to say about abortion, but no matter how you put it, it will always be the same disgusting way to put our people in America.",,,,[16],
"By the time a baby even can BE aborted, pain receptors have already been developed, as well as almost all of the needed organs to survive. It is not a ball of cells, it is a human being. I guess it's just ok to commit genocide these days... Christ help us.",,,,[16],
"The first and foremost instinct of humans is preservation of life. This begins with self-preservation, and extends to all humanity through domestic bonds and realization of a like nature. ""Pregnancy termination"" stops the beating heart of a growing human being and is in direct contradiction to this most basic premise of human nature. It forsakes natural law, and has left America as a country unable to repopulate itself without the aid of mass immigration.",,,,[16],
"This means that people killing other people is considered murder. Life is considered to begin from the point you are starting to form, therefore you are human, therefore you are murdered if you are killed. ABORTION IS MURDER. If you cannot see that, then there is something seriously wrong with you.",,,,[16],
When you first produce this living thing its a cell and cell are a living thing. At 2 weeks old it has a heartbeat. Therefore its a living thing and when you get an abortion   you're killing an living organism   which is murder and murder is illegal. The 14th amendment protects the unborn because they cant speak for them self. If you couldn't use protection or get your life together that your fault so don't kill someone because of your mistakes.,,,,[16],
"Abortion means killing an innocent living thing which hasn't got the opportunity to defend him/herself. The one that can choose to live or not is that child, if not you can't destroy him or her. I think that it should be totally prohibited, we can't allow this. Would you like to be killed?",,,,[16],
Any body out there that is going to get an abortion shame on you because you going to kill a baby for no reason.. And when you kill that baby you are going to be sad because you could of had a baby and took care of it or put it up for adoption,,,,[16],
Its wrong to kill a innocent person no matter whether its fully developed or not it is still a human being ... Why would you want to kill your own baby .... It Is murder no matter what NOONE says..That is Your baby ... A baby boy or baby girl should not be murdered whether the mother is ready or not,,,,[16],
"MURDER RIGHT IN FRONT OF YOUR EYES. It is preventable. Do you really feel comfortable taking a child's life!!! It can make the parent extremely sick afterward. It has been known to cause a type of cancer. Can cause depression on the parent knowing that they have killed the child off, some people commit suicide over it!",,,,[16],
"Ok so I have been in early childhood for a while and I have learned a lot about this stuff. And I mean a lot! It is alive in the womb it has a heart beat, its growing like everyone else, and it starts to think! But the thing is, is if you want to kill your baby because you don't want it or whatever your reason is its so wrong because you did not make sure you did not do whatever it was to prevent it. But in my eyes if you were raped, it wasn't your fault and if you really want to you should abort it. But that's my opinion sorry if you hate it.",,,,[16],
"Why should teens have the choice? We are taught in school about what have intercourse could do. It is almost always those teens faults for creating a child. If you don't want to have a child, teens should simply not have sex. A child is a miracle no matter how they came, and the parent should always accept their child.",,,,[16],
"NO JUSTIFICATION for murdering your own child(ren).
By the time a woman discovers she is pregnant, the baby ALREADY has a heartbeat. This is the universal determining factor in medicine; whether or not an individual is alive . If the heartbeat is found, medically speaking, a physician has the responsibility to do all he can to preserve that life. He has taken an oath to! Never trust an abortionist, they use medical knowledge to destroy life, & YES, the baby FEELS EVERYTHING, as his tiny body is violently ripped apart limb by limb & crushed to death.",,,,[16],
"What mother would want to see her child be ripped apart??? Why ,for your own preferences, would you want this? If you're for abortion then think about if it were you, would you have supported being aborted yourself? Cause I sure wouldn't! If you can't then go and look at some pictures of aborted babies, maybe that'll cheer you up.",,,,[16],
"Imagine if you had been killed. How would you feel. Abortion is unsafe. It can lead and has led to breast cancer. Killing fetuses is unlawful, unjust and plain wrong.   It's wrong. It's wrong. It's wrong. It's wrong. It's wrong. Don't do abortion. Pills. Surgery. They're all bad. Please don't.",,,,[16],
"Why is abortion OK if murdering someone isn't?   Isn't that the same thing ? You are killing a human being even though it has not been born it's still human. So why is it ok for mother's to abort there child but so wrong for people to kill each other. That unborn baby is still a human, and is alive just like everyone else on this planet.",,,,[16],
"Lauren Cole
3/13/17
Abortion
I know that abortion as a constitutional right proves false due to one of the commandment. The fifth commandment says you shall not murder and abortion equals to murder. Some will say, ‘It's not alive until birth.’ That is certainly not true! A human is a human when it is made not at birth. Why would any living soul want to kill a helpless little human that cannot defend itself from the harm coming its way. It's not even old enough to understand pain, yet it goes through so much pain that it kills them. To that I just say… what the heck! It's like walking up to your 5 year old and killing it because you don't want them anymore so just slice slice done don't have to deal with you anymore! That's just, mind my saying,   stupid - insanely stupid! It’s unremarkably stupid and sad that that child, that miniature human being will never see the light of day, their mothers face, they would never grow up, have kids of their own, or have a real family and life. When you abort a baby you take a helpless life that just sits there...Wondering, ‘What's going on? Why are they doing this? Why are my parents letting them?’ You kill your child. You take away happiness and sadness and all other feelings and experiences. You are a murderer. And you should carry that guilt and shame to the grave saying, ‘Why did I do that to that innocent human being?’ Even if you're not ready or can't give them what they need, there is always a second option. Give them a fighting chance at a good life at a good adoption home. There is always another option and never any reason to resort to death, because people are people no matter how big, how small, white or black, tall or thin, baby or elder… a person is a person and they have feelings whether you admit to it or not.",,,,[16],
"We hear so much about the right of a woman, she did not have to get pregnant.  That was her choice.  The baby has a right to live.  I don't understand why everyone advocates murder in this country.  It is terrible and disgusting!  ""Woman's rights"" what a joke!  The woman gave up her right when she got pregnant.",,,,[16],
"It is why women should have weapons to protect themselves from rapists and pedophiles. Its a disgusting course of action to end a little human's life, does that unborn child have no rights? Can he or she not live? Why not give it away for adoption, to someone would could possibly care? Now I can understand the case of the mother's life being endangered by the child, yes that is acceptable, but when someone who has is conceiving a child is able to give birth to a healthy child, then it would be ridiculous and extremely sad to take their lives away. I am against abortion, I am pro-life.",,,,[16],
Your killing your own baby and it will haunt you for the rest of your life. Its hard on the doctors when they have to it haunts them to it effects every body around you not just you. And its just plain out child abuse. And just plain out mean.,,,,[16],
"So with all you people saying abortion is okay and it's saves more lives than takes, if someone needs stem cells, they have to kill to get them. If it grows it is alive. I dare all of you pro abortion people to define it without words involving death. You can't because you have to kill a fetus for it to be aborted. And to everyone who says fetuses are not humans, they are just as human as us, they just have not been squeezed out yet. Abortionists are murderers. You are killing innocent life for you're own benefit. Even in cases of fatality or rape or incest etc., that baby in there is innocent life that grows and thinks. You are not giving the thing a chance to live. That is horrible. All life has value. Rape, incest etc. fetuses are no less valuable than a regular one. If nature does not want it to exist, then it will take care if it. All of you pro abortionists have no place to declare who lives and who dies. Let fate be fate and don't deny an innocent baby it's true fate.",,,,[16],
"Murder Definition: the crime of unlawfully killing a person especially with malice aforethought (http://www.merriam-webster.com/dictionary/murder).

So is abortion murder? Is a fetus a human being? Yes. In fact, the moment human life begins IS at conception. Don't believe me? The medical field seems to support my view (http://thechart.blogs.cnn.com/2011/11/07/medical-views-when-does-human-life-begin/). To further support my reasoning, we can all agree that a baby is a human. That baby was human at the time of birth, which means that it must have been human 5 minutes before the birth. So if the baby is a human before birth, then that means that it is a human while it is a fetus. If it is a human while it’s a fetus, then it wouldn't matter if the growing fetus were nine months, nine weeks, or nine days old, it is still human.

Now that we established that the fetus is a human, let’s take a look at what these arguments made by the pro-abortionist look like when we substitute the unborn baby with a two-year-old, since both are human.

Killing two-year-olds can actually save the world by reducing the increasing overpopulation!

It is the mother’s choice to kill the two-year-old, nobody can tell her otherwise!

The innocent two-year-old should be killed because of the crimes of his/her father.

If the woman cannot provide for and raise the two-year-old (as if adoption is out of the picture) then she has the right to kill it.

Women should have the right to choose whether or not to kill two-year-olds!

Killing two-year-olds should be legal!

If the two-year-old is not given the best chance possible to live a good life, then it would be a moral service to kill him/her.

If war (even waged to prevent the rise of mass genocide and global terrorism) is so widely accepted, then why isn’t killing two-year-olds?

If we are allowed to kill animals, then why not kill two-year-olds?

If the two-year-old is unconscious, then it is OK to kill him/her!

The two-year-old should die because of a poor decision made by his/her parents.

Because a woman has to endure sufferings of life (periods, pain), then the two-year-old should be killed!

Because the woman thinks that the two-year-old would not live a good life, he/she should be killed.

Who are you to try to keep a woman from killing a two-year-old, you immoral and inconsiderate person!

The parents don’t want the two-year-old, so it is ok to kill it.

I hardly think that anyone in their right mind, especially the law, would support the killing of toddlers under any circumstance, so why is an unborn child any different? Probably the most leading argument for abortion is the possibility of pregnancy by rape. While yes, it is possible, and sadly does happen, honestly, does it happen often enough that killing a child should be legalized for everyone? Let’s pull some numbers.

Sadly, 1/6 American Women are or will be rape victims (http://www.rainn.org/get-information/statistics/sexual-assault-victims), but that also reduces the percentage down to a rounded 17 percent of women.

So with 83 percent of the woman population excluded how many actually get pregnant from rape? Some studies have shown numbers as high as a rounded eight percent will get pregnant, while others show lower numbers such as 3.1 to five percent (http://abcnews.go.com/blogs/health/2012/08/21/todd-akin-challenged-by-doctors-on-rape-and-pregnancy/). Once again, I will give the benefit of a doubt and go with the rounded eight percent, which leaves us with 1.36 percent of all women will be pregnant by rape, hopefully even much lower than that. 

While rape is a sad issue, it still does not justify the murder of an innocent child. Plus, even if abortion were to be legalized for the sake of rape victims, then that would enable the other 98.64 percent of the women population to kill the unborn child for any of the other reasons previously mentioned.

Besides, studies have once again shown that the main motives behind abortion are not because of rape after all, as pro-abortionists make it out to be. Allow me to quote some statistics from a study on these motives;

“The results showed that more than half of the women expressed that a bad relationship with the partner in one way or another was a motive for the abortion. Other important motives included characteristics of the women and their partners, mainly immaturity, work/studies and unsuitable life situation for having a child. Less common motives seemed to be economy, dwelling and medical and health factors.” http://www.ncbi.nlm.nih.gov/pubmed/8038886

So is abortion really all about the rape victims, or the not responsible teenagers and bad relationships with the man that will be the motives behind all the unjustifiable and numerous counts of murders against helpless and innocent babies? Besides, government was our nation not built on the idea that everybody (including the unborn) should have rights to life, liberty, and the pursuit of happiness?

Other Source: http://creation.com/antidote-to-abortion-arguments",,,,[16],
"""Abortion is okay. Its the women's rights to do what they want with their body."" If females have the rights to their bodies then why are female babies dying with no option? Don't they have a right too? Babies shouldn't be dying just so women can live how they wish.",,,,[16],
"A single cell is living. We all probably know this fact. As soon as sperm cell meet egg cell, they produce a secondary cell which has a life.

Sometimes circumstances surrounding pregnancy are tragic. The woman was raped perhaps or maybe the baby has been diagnosed with the defect.However, a tragedy is not answered with another.We do not erase rape by killing a child. We do not cure a baby by taking away his   life.

Regardless of rape, incest or any other factor doesn't make a person lesser human. 

Women who have been raped must compassionately care for. But it doesn't include excluding a woman;s child, does it?

Often time's people saying that they are not ready to take care of a child which is perhaps true in a lot of cases. But there are millions of couples in the world that cannot have a baby but would love to. Adoption is the living and moral alternative to abortion.",,,,[16],
Abortion should be illegal because your killing a human being. Why kill them ? They should be able to live life and enjoy it not get killed just because your not ready to be a parent or because other reasons people might have. The baby you are expecting has the right to live.,,,,[16],
"Think about it. Is a baby really any different then an animal? If you thinking aborting a fetus that doesn't even have a conscience is so wrong, then it is also equally wrong to slaughter animals by that logic. I'm pretty sure most people here who said no eats meat right? Then your a horrible person. :p",,,,[16],
"It's hard to put into words how morally and physically wrong it is to have an abortion. Let's just get out of the way first that a fetus has been scientifically proven to be a living thing from the moment it is conceived. So when a mother- and I say mother because though the child may not be born, it is a child- goes into a clinic and has an abortion, she is killing a living thing. Say she also has a one year-old child as well. As far as 'life' is concerned, killing the one year-old child is on par with killing the unborn child. Because, as with the fetus, the one year-old is still a potential life, something that is still developing and is yet to make an impact on the wider world. Most people would look at that, the idea of killing a young child, and be revolted. They would go up in arms against the mother for murder, and she would go to prison. That is because it is unanimously decided that killing a living child is horrific and disgusting. For some unimaginably bizarre reason, people defend the legality of a 'hidden murder', where a mother kills a helpless child that is inside her. The reasons for doing so are many, and I understand that things such as rape and even inconvenience can be extremely difficult to deal with, but there are other ways around it, and mothers should not be so quick to give up their status as a mother and murder a child. There is absolutely no reason in which a person should be able to decide whether another person lives or dies, and I challenge anyone to try and prove otherwise.",,,,[16],
"If human rights apply to every human then how can they not apply to a human embryo/fetus which is inarguably human.   I believe in women's rights but not when they take away the rights of another. I hear the clump of cells argument all the time but you can't discriminate against someone for their age,race,gender,disability why should you be able to take away the rights and discriminate against a completely separate human that at their stage in life are different. There is no question a fetus is alive, no question it is human they just can't fight for their rights which is why we need to. I believe in a woman's right to choose multiple forms of birth control or abstinence not murder.",,,,[16],
It is harmful to all babies because they dont get a shot at life .And they dont get a chance to do thing in the world or get to find the women they marry which is said for them the they cant get a shot at being who would want to be,,,,[16],
"A fetus is a living human being, and should be treated like one.   It's a shame that people care more about so called ""rights"" than the life of a human being. An unborn child has no voice.   It has no chance.   It has no say.   If a baby is killed accidentally it's called a miscarriage, but if it's killed legally its called abortion. How sad it is that anyone would support the murder of innocent human beings.",,,,[16],
"Except for these circumstances, most of abortions are from teenagers and women who think it's ok to go around having meaningless sex with people who they aren't   married to. It's absolutely disgusting to see women with loose morals spreading diseases and killing their unwanted children. I don't know why these people can't understand that having sex is a sacred act, and that they should be joyful they are capable of having children instead of letting THEIR OWN CHILD be pulled apart and removed from their womb. Many people are the children of women and men who had wished they had aborted. Having grown up, how would they feel knowing THEIR OWN PARENTS had wanted them to be butchered before birth?",,,,[16],
"Many people believe the baby does not really exist until it is outside of its mother. This makes me sick! There are plenty of stories of babies surviving abortions. You know why babies can survive an abortion, because they are more than just tissue inside there mothers, they are living human beings. Some of these accounts of abortion survivors are babies as young as 5 months old. I would like to see people who believe the baby is just tissue meet a child who was born early. Can you say that child was just tissue? No! It is a real human being. 93% of mothers regret their abortions. You know why, because they know it is wrong. Abortion is wrong, it is the killing of another human being.",,,,[16],
"The question is not whether or not abortion should be illegal. The question is whether it is wrong, morally. It saddens me sometimes how there are so few secular arguments against abortion, which I find to be a horrifying decision. I have never, and never will given that I am male, born the pain of childbirth but nevertheless it is still a decision that will kill a unique individual. People claim that a fetus is not a person, per se, but it is a fetus with its own DNA, a future. It is morally justifiable at times, such as for a rape victim or in cases where the mother's health is at risk. But that is simply taking the lesser of two evils, and abortion in and of itself is still wrong, from a secular point of view.",,,,[16],
